# IPv4 signatures file (unwanted cloud services and non-human endpoints).
# Canonical link to the online version of this file: https://github.com/CIDRAM/CIDRAM/blob/master/vault/ipv4.dat


# ---
# ASN 46844 ("Sharktech").
# %Listed, Google Malware Dashboard: 37.21%.
# %Listed, CleanTalk.org: 32.62%.
# Stop Forum Spam (SFS) listings: 897.
# Updated: 2017.10.29

13.93.128.0/19 Deny Cloud
13.93.160.0/21 Deny Cloud
13.93.168.0/25 Deny Cloud
13.93.168.128/27 Deny Cloud
13.93.168.160/28 Deny Cloud
13.93.169.0/24 Deny Cloud
13.93.170.0/24 Deny Cloud
13.93.176.0/20 Deny Cloud
13.93.192.0/19 Deny Cloud
13.93.224.0/20 Deny Cloud
13.94.0.0/19 Deny Cloud
13.94.32.0/20 Deny Cloud
13.94.48.0/28 Deny Cloud
13.94.49.0/24 Deny Cloud
13.94.56.0/21 Deny Cloud
13.94.64.0/18 Deny Cloud
13.94.128.0/19 Deny Cloud
13.94.160.0/28 Deny Cloud
13.94.161.0/24 Deny Cloud
13.94.168.0/21 Deny Cloud
13.94.176.0/20 Deny Cloud
13.94.192.0/20 Deny Cloud
13.94.208.0/21 Deny Cloud
13.94.216.0/27 Deny Cloud
13.94.217.0/24 Deny Cloud
13.94.218.0/24 Deny Cloud
13.94.224.0/19 Deny Cloud
13.95.0.0/19 Deny Cloud
13.95.64.0/19 Deny Cloud
13.95.96.0/28 Deny Cloud
13.95.96.32/27 Deny Cloud
13.95.96.160/27 Deny Cloud
13.95.96.192/28 Deny Cloud
13.95.97.0/24 Deny Cloud
13.95.104.0/21 Deny Cloud
13.95.112.0/20 Deny Cloud
13.95.128.0/19 Deny Cloud
13.95.160.0/20 Deny Cloud
13.95.176.0/21 Deny Cloud
13.95.184.0/28 Deny Cloud
13.95.185.0/24 Deny Cloud
13.95.192.0/19 Deny Cloud
13.95.224.0/20 Deny Cloud
13.95.240.0/26 Deny Cloud
13.95.240.64/27 Deny Cloud
13.95.240.96/28 Deny Cloud
13.95.241.0/24 Deny Cloud
13.95.248.0/21 Deny Cloud
20.184.16.0/21 Deny Cloud
20.184.224.0/19 Deny Cloud
20.185.0.0/20 Deny Cloud
20.186.0.0/18 Deny Cloud
20.186.64.0/19 Deny Cloud
20.186.96.0/23 Deny Cloud
20.186.98.0/24 Deny Cloud
20.186.104.0/21 Deny Cloud
20.186.112.0/21 Deny Cloud
20.187.0.0/22 Deny Cloud
20.188.196.0/23 Deny Cloud
20.188.200.0/21 Deny Cloud
20.188.208.0/20 Deny Cloud
23.96.0.0/18 Deny Cloud
23.96.64.0/28 Deny Cloud
23.96.64.64/26 Deny Cloud
23.96.64.128/27 Deny Cloud
23.96.64.160/28 Deny Cloud
23.96.80.0/20 Deny Cloud
23.96.96.0/19 Deny Cloud
23.96.176.0/20 Deny Cloud
23.96.192.0/18 Deny Cloud
23.97.48.0/20 Deny Cloud
23.97.64.0/20 Deny Cloud
23.97.80.0/28 Deny Cloud
23.97.96.0/20 Deny Cloud
23.97.112.0/27 Deny Cloud
23.97.112.64/26 Deny Cloud
23.97.112.128/28 Deny Cloud
23.97.128.0/17 Deny Cloud
23.98.32.0/21 Deny Cloud
23.98.40.0/22 Deny Cloud
23.98.44.0/23 Deny Cloud
23.98.46.0/24 Deny Cloud
23.98.48.0/28 Deny Cloud
23.98.48.80/28 Deny Cloud
23.98.48.96/27 Deny Cloud
23.98.48.160/28 Deny Cloud
23.98.48.192/26 Deny Cloud
23.98.49.0/26 Deny Cloud
23.98.49.96/28 Deny Cloud
23.98.49.160/28 Deny Cloud
23.98.49.192/26 Deny Cloud
23.98.50.0/23 Deny Cloud
23.98.52.0/22 Deny Cloud
23.98.56.0/26 Deny Cloud
23.98.56.96/28 Deny Cloud
23.98.56.128/26 Deny Cloud
23.98.57.0/27 Deny Cloud
23.98.57.64/26 Deny Cloud
23.98.57.128/27 Deny Cloud
23.98.64.0/20 Deny Cloud
23.98.128.0/19 Deny Cloud
23.98.160.16/28 Deny Cloud
23.98.160.32/27 Deny Cloud
23.98.160.64/26 Deny Cloud
23.98.160.160/28 Deny Cloud
23.98.160.208/28 Deny Cloud
23.98.161.0/24 Deny Cloud
23.98.162.32/28 Deny Cloud
23.98.162.64/26 Deny Cloud
23.98.162.128/27 Deny Cloud
23.98.162.176/28 Deny Cloud
23.98.162.192/26 Deny Cloud
23.98.164.0/23 Deny Cloud
23.98.167.0/24 Deny Cloud
23.98.169.0/24 Deny Cloud
23.98.170.0/28 Deny Cloud
23.98.170.32/27 Deny Cloud
23.98.170.64/26 Deny Cloud
23.98.170.128/25 Deny Cloud
23.98.171.0/24 Deny Cloud
23.98.173.0/24 Deny Cloud
23.98.174.0/23 Deny Cloud
23.98.176.0/20 Deny Cloud
23.98.192.0/28 Deny Cloud
23.98.192.64/26 Deny Cloud
23.98.208.0/20 Deny Cloud
23.98.255.0/27 Deny Cloud
23.98.255.32/28 Deny Cloud
23.98.255.64/26 Deny Cloud
23.99.0.0/19 Deny Cloud
23.99.32.0/25 Deny Cloud
23.99.32.128/28 Deny Cloud
23.99.33.0/28 Deny Cloud
23.99.34.0/26 Deny Cloud
23.99.34.64/27 Deny Cloud
23.99.34.96/28 Deny Cloud
23.99.34.160/27 Deny Cloud
23.99.34.192/26 Deny Cloud
23.99.35.0/24 Deny Cloud
23.99.36.0/24 Deny Cloud
23.99.37.48/28 Deny Cloud
23.99.37.80/28 Deny Cloud
23.99.37.96/27 Deny Cloud
23.99.37.128/27 Deny Cloud
23.99.37.176/28 Deny Cloud
23.99.37.192/26 Deny Cloud
23.99.38.0/24 Deny Cloud
23.99.40.0/23 Deny Cloud
23.99.42.0/24 Deny Cloud
23.99.44.0/23 Deny Cloud
23.99.46.0/24 Deny Cloud
23.99.47.0/26 Deny Cloud
23.99.47.64/28 Deny Cloud
23.99.48.0/20 Deny Cloud
23.99.64.0/18 Deny Cloud
23.99.128.0/17 Deny Cloud
23.100.0.0/17 Deny Cloud
23.100.192.0/18 Deny Cloud
23.101.0.0/19 Deny Cloud
23.101.32.0/21 Deny Cloud
23.101.48.0/20 Deny Cloud
23.101.64.0/20 Deny Cloud
23.101.112.0/20 Deny Cloud
23.101.128.0/17 Deny Cloud
23.102.0.0/18 Deny Cloud
23.102.64.0/20 Deny Cloud
23.102.80.0/24 Deny Cloud
23.102.128.0/18 Deny Cloud
23.102.204.0/22 Deny Cloud
23.102.224.0/19 Deny Cloud
40.65.96.0/19 Deny Cloud
40.65.128.0/19 Deny Cloud
40.65.160.0/20 Deny Cloud
40.65.192.0/19 Deny Cloud
40.65.224.0/20 Deny Cloud
40.65.240.0/21 Deny Cloud
40.68.0.0/19 Deny Cloud
40.68.32.0/20 Deny Cloud
40.68.48.0/28 Deny Cloud
40.68.49.0/24 Deny Cloud
40.68.56.0/21 Deny Cloud
40.68.64.0/19 Deny Cloud
40.68.96.0/21 Deny Cloud
40.68.104.0/28 Deny Cloud
40.68.105.0/24 Deny Cloud
40.68.112.0/20 Deny Cloud
40.68.128.0/19 Deny Cloud
40.68.160.0/20 Deny Cloud
40.68.176.0/26 Deny Cloud
40.68.176.64/28 Deny Cloud
40.68.177.0/24 Deny Cloud
40.68.184.0/21 Deny Cloud
40.68.192.0/19 Deny Cloud
40.68.224.0/21 Deny Cloud
40.68.232.0/26 Deny Cloud
40.68.232.64/28 Deny Cloud
40.68.233.0/24 Deny Cloud
40.68.240.0/20 Deny Cloud
40.69.0.0/19 Deny Cloud
40.69.32.0/20 Deny Cloud
40.69.48.0/28 Deny Cloud
40.69.49.0/24 Deny Cloud
40.69.56.0/21 Deny Cloud
40.69.64.0/18 Deny Cloud
40.69.128.0/19 Deny Cloud
40.69.160.0/20 Deny Cloud
40.69.176.0/27 Deny Cloud
40.69.176.32/28 Deny Cloud
40.69.177.0/24 Deny Cloud
40.69.184.0/21 Deny Cloud
40.69.192.0/19 Deny Cloud
40.70.0.0/19 Deny Cloud
40.70.32.0/28 Deny Cloud
40.70.33.0/24 Deny Cloud
40.70.40.0/21 Deny Cloud
40.70.48.0/20 Deny Cloud
40.70.64.0/20 Deny Cloud
40.70.80.0/21 Deny Cloud
40.70.88.0/28 Deny Cloud
40.70.128.0/19 Deny Cloud
40.70.160.0/20 Deny Cloud
40.70.176.0/28 Deny Cloud
40.70.177.0/24 Deny Cloud
40.70.184.0/21 Deny Cloud
40.70.192.0/19 Deny Cloud
40.70.224.0/21 Deny Cloud
40.70.232.240/28 Deny Cloud
40.70.233.0/24 Deny Cloud
40.70.240.0/20 Deny Cloud
40.71.0.0/19 Deny Cloud
40.71.32.0/20 Deny Cloud
40.71.48.0/28 Deny Cloud
40.71.49.0/24 Deny Cloud
40.71.56.0/21 Deny Cloud
40.71.64.0/19 Deny Cloud
40.71.96.0/21 Deny Cloud
40.71.104.0/26 Deny Cloud
40.71.105.0/24 Deny Cloud
40.71.112.0/20 Deny Cloud
40.71.160.0/19 Deny Cloud
40.71.192.0/19 Deny Cloud
40.71.224.0/20 Deny Cloud
40.71.240.0/27 Deny Cloud
40.71.248.0/21 Deny Cloud
40.74.0.0/17 Deny Cloud
40.74.128.0/20 Deny Cloud
40.74.160.0/19 Deny Cloud
40.74.192.0/18 Deny Cloud
40.75.0.0/16 Deny Cloud
40.76.0.0/16 Deny Cloud
40.77.0.0/17 Deny Cloud
40.78.0.0/17 Deny Cloud
40.78.128.0/18 Deny Cloud
40.79.0.0/21 Deny Cloud
40.79.8.0/27 Deny Cloud
40.79.8.32/28 Deny Cloud
40.79.8.64/27 Deny Cloud
40.79.8.96/28 Deny Cloud
40.79.9.0/24 Deny Cloud
40.79.16.0/20 Deny Cloud
40.79.32.0/20 Deny Cloud
40.79.48.0/27 Deny Cloud
40.79.48.32/28 Deny Cloud
40.79.49.0/24 Deny Cloud
40.79.56.0/21 Deny Cloud
40.79.64.0/20 Deny Cloud
40.79.80.0/21 Deny Cloud
40.79.88.0/27 Deny Cloud
40.79.88.32/28 Deny Cloud
40.79.89.0/24 Deny Cloud
40.79.90.0/24 Deny Cloud
40.79.91.0/28 Deny Cloud
40.79.92.0/24 Deny Cloud
40.79.93.0/28 Deny Cloud
40.79.94.0/24 Deny Cloud
40.79.95.0/28 Deny Cloud
40.79.96.0/19 Deny Cloud
40.80.144.0/20 Deny Cloud
40.83.0.0/16 Deny Cloud
40.84.0.0/17 Deny Cloud
40.84.128.0/18 Deny Cloud
40.84.192.0/19 Deny Cloud
40.84.224.0/20 Deny Cloud
40.84.240.0/24 Deny Cloud
40.84.241.16/28 Deny Cloud
40.84.241.32/27 Deny Cloud
40.84.241.64/26 Deny Cloud
40.84.241.128/25 Deny Cloud
40.84.242.0/23 Deny Cloud
40.84.244.0/22 Deny Cloud
40.85.0.0/16 Deny Cloud
40.86.0.0/17 Deny Cloud
40.86.136.0/21 Deny Cloud
40.86.144.0/20 Deny Cloud
40.86.160.0/19 Deny Cloud
40.86.192.0/18 Deny Cloud
40.87.0.0/17 Deny Cloud
40.87.128.0/19 Deny Cloud
40.88.0.0/18 Deny Cloud
40.89.64.0/20 Deny Cloud
40.89.224.0/19 Deny Cloud
40.90.137.224/27 Deny Cloud
40.90.138.160/27 Deny Cloud
40.90.140.96/27 Deny Cloud
40.90.141.128/26 Deny Cloud
40.90.144.0/27 Deny Cloud
40.90.144.64/26 Deny Cloud
40.91.4.0/28 Deny Cloud
40.91.4.32/28 Deny Cloud
40.91.4.64/27 Deny Cloud
40.91.4.144/28 Deny Cloud
40.91.12.0/27 Deny Cloud
40.91.12.48/28 Deny Cloud
40.91.12.64/26 Deny Cloud
40.91.12.128/28 Deny Cloud
40.91.12.160/27 Deny Cloud
40.91.12.208/28 Deny Cloud
40.91.12.240/28 Deny Cloud
40.91.13.0/28 Deny Cloud
40.91.14.0/28 Deny Cloud
40.91.16.48/28 Deny Cloud
40.91.16.144/28 Deny Cloud
40.91.64.0/18 Deny Cloud
40.91.192.0/18 Deny Cloud
40.112.36.0/26 Deny Cloud
40.112.36.128/26 Deny Cloud
40.112.48.0/20 Deny Cloud
40.112.64.0/18 Deny Cloud
40.112.128.0/17 Deny Cloud
40.113.0.0/16 Deny Cloud
40.114.0.0/15 Deny Cloud
40.116.0.0/28 Deny Cloud
40.116.0.32/27 Deny Cloud
40.116.1.0/24 Deny Cloud
40.116.24.0/21 Deny Cloud
40.116.32.0/21 Deny Cloud
40.116.40.0/28 Deny Cloud
40.116.40.32/27 Deny Cloud
40.116.41.0/24 Deny Cloud
40.116.64.0/20 Deny Cloud
40.116.120.0/27 Deny Cloud
40.116.120.32/28 Deny Cloud
40.116.120.64/27 Deny Cloud
40.116.120.96/28 Deny Cloud
40.116.120.128/27 Deny Cloud
40.116.120.160/28 Deny Cloud
40.116.120.192/27 Deny Cloud
40.116.121.0/24 Deny Cloud
40.116.177.0/24 Deny Cloud
40.116.232.0/26 Deny Cloud
40.116.232.80/28 Deny Cloud
40.116.232.96/27 Deny Cloud
40.116.232.128/27 Deny Cloud
40.116.233.0/24 Deny Cloud
40.116.234.0/24 Deny Cloud
40.116.236.0/24 Deny Cloud
40.116.237.0/28 Deny Cloud
40.116.238.0/24 Deny Cloud
40.117.32.0/19 Deny Cloud
40.117.64.0/18 Deny Cloud
40.117.128.0/17 Deny Cloud
40.118.0.0/16 Deny Cloud
40.121.0.0/16 Deny Cloud
40.122.0.0/16 Deny Cloud
40.123.16.0/27 Deny Cloud
40.123.16.32/28 Deny Cloud
40.123.17.0/24 Deny Cloud
40.123.24.0/21 Deny Cloud
40.123.32.0/20 Deny Cloud
40.123.48.0/21 Deny Cloud
40.123.120.0/21 Deny Cloud
40.124.0.0/18 Deny Cloud
40.126.224.0/19 Deny Cloud
40.127.64.0/19 Deny Cloud
40.127.96.0/20 Deny Cloud
40.127.128.0/17 Deny Cloud
51.136.0.0/22 Deny Cloud
51.136.8.0/21 Deny Cloud
51.136.16.0/20 Deny Cloud
51.136.32.0/21 Deny Cloud
51.136.40.0/23 Deny Cloud
51.136.48.0/20 Deny Cloud
51.140.0.0/20 Deny Cloud
51.140.16.0/27 Deny Cloud
51.140.16.32/28 Deny Cloud
51.140.17.0/24 Deny Cloud
51.140.24.0/21 Deny Cloud
51.140.32.0/19 Deny Cloud
51.140.64.0/20 Deny Cloud
51.140.80.0/21 Deny Cloud
51.140.88.0/24 Deny Cloud
51.140.92.0/22 Deny Cloud
51.140.96.0/19 Deny Cloud
51.140.128.0/28 Deny Cloud
51.140.129.0/24 Deny Cloud
51.140.136.0/21 Deny Cloud
51.140.144.0/20 Deny Cloud
51.140.160.0/21 Deny Cloud
51.140.168.0/25 Deny Cloud
51.140.168.128/27 Deny Cloud
51.140.169.0/24 Deny Cloud
51.140.176.0/20 Deny Cloud
51.140.192.0/28 Deny Cloud
51.140.193.0/24 Deny Cloud
51.140.200.0/21 Deny Cloud
51.140.208.0/20 Deny Cloud
51.140.224.0/21 Deny Cloud
51.140.232.0/25 Deny Cloud
51.140.232.128/26 Deny Cloud
51.140.232.192/28 Deny Cloud
51.140.233.0/24 Deny Cloud
51.140.240.0/20 Deny Cloud
51.141.0.0/20 Deny Cloud
51.141.16.0/24 Deny Cloud
51.141.24.0/21 Deny Cloud
51.141.32.0/20 Deny Cloud
51.141.48.0/21 Deny Cloud
51.141.56.0/24 Deny Cloud
51.141.64.0/18 Deny Cloud
51.141.128.0/27 Deny Cloud
51.141.128.64/26 Deny Cloud
51.141.129.64/27 Deny Cloud
51.141.129.128/27 Deny Cloud
51.141.134.0/25 Deny Cloud
51.141.135.0/26 Deny Cloud
51.141.135.64/28 Deny Cloud
51.141.144.0/21 Deny Cloud
51.141.160.0/21 Deny Cloud
51.141.168.0/23 Deny Cloud
51.141.172.0/22 Deny Cloud
51.141.176.0/22 Deny Cloud
51.141.184.0/22 Deny Cloud
51.141.188.0/23 Deny Cloud
51.141.224.0/21 Deny Cloud
51.141.233.0/24 Deny Cloud
51.141.234.0/23 Deny Cloud
51.143.0.0/20 Deny Cloud
51.143.16.0/21 Deny Cloud
51.143.24.0/24 Deny Cloud
51.143.32.0/19 Deny Cloud
51.143.80.0/24 Deny Cloud
51.143.88.0/21 Deny Cloud
51.143.96.0/19 Deny Cloud
51.143.128.0/18 Deny Cloud
51.144.0.0/17 Deny Cloud
51.144.128.0/19 Deny Cloud
51.144.224.0/19 Deny Cloud
51.145.0.0/18 Deny Cloud
51.145.128.0/19 Deny Cloud
51.145.192.0/18 Deny Cloud
52.136.32.0/20 Deny Cloud
52.136.112.0/23 Deny Cloud
52.136.120.0/21 Deny Cloud
52.136.192.0/21 Deny Cloud
52.136.208.0/20 Deny Cloud
52.136.224.0/19 Deny Cloud
52.137.0.0/17 Deny Cloud
52.137.168.0/24 Deny Cloud
52.137.176.0/20 Deny Cloud
52.138.0.0/17 Deny Cloud
52.138.128.0/24 Deny Cloud
52.138.136.0/21 Deny Cloud
52.138.144.0/20 Deny Cloud
52.138.160.0/20 Deny Cloud
52.138.176.0/21 Deny Cloud
52.138.184.0/24 Deny Cloud
52.138.192.0/18 Deny Cloud
52.139.0.0/20 Deny Cloud
52.139.64.0/19 Deny Cloud
52.139.192.0/18 Deny Cloud
52.140.0.0/19 Deny Cloud
52.140.32.0/20 Deny Cloud
52.140.64.0/19 Deny Cloud
52.140.128.0/20 Deny Cloud
52.141.0.0/21 Deny Cloud
52.141.16.0/20 Deny Cloud
52.141.64.0/19 Deny Cloud
52.141.100.0/23 Deny Cloud
52.141.160.0/20 Deny Cloud
52.141.192.0/18 Deny Cloud
52.142.0.0/18 Deny Cloud
52.142.64.0/19 Deny Cloud
52.142.192.0/19 Deny Cloud
52.142.224.0/20 Deny Cloud
52.143.48.0/20 Deny Cloud
52.143.64.0/19 Deny Cloud
52.143.96.0/20 Deny Cloud
52.143.112.0/24 Deny Cloud
52.143.116.0/22 Deny Cloud
52.143.120.0/21 Deny Cloud
52.143.224.0/19 Deny Cloud
52.146.32.0/19 Deny Cloud
52.147.0.0/19 Deny Cloud
52.147.32.0/20 Deny Cloud
52.147.64.0/19 Deny Cloud
52.147.128.0/18 Deny Cloud
52.147.192.0/19 Deny Cloud
52.148.0.0/19 Deny Cloud
52.148.32.0/21 Deny Cloud
52.148.64.0/20 Deny Cloud
52.148.128.0/19 Deny Cloud
52.148.160.0/21 Deny Cloud
52.148.168.0/24 Deny Cloud
52.148.170.0/23 Deny Cloud
52.148.172.0/22 Deny Cloud
52.148.176.0/20 Deny Cloud
52.148.232.0/22 Deny Cloud
52.148.240.0/20 Deny Cloud
52.149.0.0/18 Deny Cloud
52.149.64.0/20 Deny Cloud
52.149.96.0/20 Deny Cloud
52.149.112.0/24 Deny Cloud
52.149.120.0/21 Deny Cloud
52.149.176.0/24 Deny Cloud
52.149.178.0/23 Deny Cloud
52.149.180.0/22 Deny Cloud
52.149.184.0/21 Deny Cloud
52.149.192.0/18 Deny Cloud
52.150.0.0/24 Deny Cloud
52.150.8.0/21 Deny Cloud
52.150.16.0/20 Deny Cloud
52.150.32.0/20 Deny Cloud
52.150.48.0/21 Deny Cloud
52.150.160.0/19 Deny Cloud
52.150.192.0/18 Deny Cloud
52.151.0.0/18 Deny Cloud
52.151.64.0/19 Deny Cloud
52.152.0.0/18 Deny Cloud
52.152.64.0/19 Deny Cloud
52.152.96.0/20 Deny Cloud
52.152.114.0/23 Deny Cloud
52.152.116.0/23 Deny Cloud
52.152.128.0/20 Deny Cloud
52.152.144.0/21 Deny Cloud
52.152.152.0/24 Deny Cloud
52.152.160.0/19 Deny Cloud
52.152.192.0/20 Deny Cloud
52.152.208.0/24 Deny Cloud
52.152.216.0/21 Deny Cloud
52.152.224.0/19 Deny Cloud
52.153.32.0/19 Deny Cloud
52.153.88.0/21 Deny Cloud
52.153.96.0/19 Deny Cloud
52.153.128.0/19 Deny Cloud
52.153.160.0/24 Deny Cloud
52.153.168.0/21 Deny Cloud
52.153.176.0/20 Deny Cloud
52.153.192.0/18 Deny Cloud
52.154.0.0/18 Deny Cloud
52.154.64.0/21 Deny Cloud
52.154.72.0/22 Deny Cloud
52.154.76.0/23 Deny Cloud
52.154.128.0/17 Deny Cloud
52.155.0.0/17 Deny Cloud
52.155.128.0/24 Deny Cloud
52.155.136.0/21 Deny Cloud
52.155.144.0/20 Deny Cloud
52.155.160.0/20 Deny Cloud
52.155.176.0/21 Deny Cloud
52.155.184.0/24 Deny Cloud
52.155.192.0/19 Deny Cloud
52.155.224.0/20 Deny Cloud
52.155.240.0/23 Deny Cloud
52.155.248.0/21 Deny Cloud
52.156.0.0/19 Deny Cloud
52.156.32.0/20 Deny Cloud
52.156.48.0/21 Deny Cloud
52.156.56.0/23 Deny Cloud
52.156.64.0/18 Deny Cloud
52.156.128.0/19 Deny Cloud
52.156.192.0/21 Deny Cloud
52.156.208.0/20 Deny Cloud
52.156.224.0/19 Deny Cloud
52.157.0.0/19 Deny Cloud
52.157.32.0/21 Deny Cloud
52.157.64.0/19 Deny Cloud
52.157.96.0/20 Deny Cloud
52.157.128.0/24 Deny Cloud
52.157.136.0/21 Deny Cloud
52.157.144.0/20 Deny Cloud
52.157.160.0/20 Deny Cloud
52.157.176.0/21 Deny Cloud
52.157.184.0/22 Deny Cloud
52.157.192.0/18 Deny Cloud
52.158.0.0/19 Deny Cloud
52.158.32.0/20 Deny Cloud
52.158.48.0/24 Deny Cloud
52.158.104.0/24 Deny Cloud
52.158.112.0/20 Deny Cloud
52.158.128.0/20 Deny Cloud
52.158.160.0/19 Deny Cloud
52.158.192.0/19 Deny Cloud
52.158.224.0/21 Deny Cloud
52.159.0.0/20 Deny Cloud
52.159.16.0/21 Deny Cloud
52.159.24.0/24 Deny Cloud
52.159.32.0/19 Deny Cloud
52.159.128.0/24 Deny Cloud
52.159.136.0/21 Deny Cloud
52.159.144.0/20 Deny Cloud
52.159.160.0/20 Deny Cloud
52.159.176.0/21 Deny Cloud
52.160.25.16/28 Deny Cloud
52.160.26.0/24 Deny Cloud
52.160.32.0/20 Deny Cloud
52.160.48.0/21 Deny Cloud
52.160.56.32/28 Deny Cloud
52.160.56.64/27 Deny Cloud
52.160.56.96/28 Deny Cloud
52.160.57.0/24 Deny Cloud
52.160.64.0/19 Deny Cloud
52.160.96.0/20 Deny Cloud
52.160.112.0/28 Deny Cloud
52.160.113.0/24 Deny Cloud
52.160.114.0/24 Deny Cloud
52.160.115.0/28 Deny Cloud
52.160.120.0/21 Deny Cloud
52.160.128.0/18 Deny Cloud
52.160.192.0/20 Deny Cloud
52.160.208.0/28 Deny Cloud
52.160.208.32/27 Deny Cloud
52.160.209.0/24 Deny Cloud
52.160.224.0/20 Deny Cloud
52.160.240.0/24 Deny Cloud
52.160.241.0/28 Deny Cloud
52.160.248.0/21 Deny Cloud
52.161.0.0/18 Deny Cloud
52.161.64.0/19 Deny Cloud
52.161.96.0/20 Deny Cloud
52.161.112.0/27 Deny Cloud
52.161.112.32/28 Deny Cloud
52.161.120.0/21 Deny Cloud
52.161.128.0/19 Deny Cloud
52.161.160.0/21 Deny Cloud
52.161.168.0/27 Deny Cloud
52.161.168.32/28 Deny Cloud
52.161.176.0/20 Deny Cloud
52.161.192.0/18 Deny Cloud
52.162.16.0/28 Deny Cloud
52.162.32.0/20 Deny Cloud
52.162.48.0/21 Deny Cloud
52.162.56.0/25 Deny Cloud
52.162.56.128/27 Deny Cloud
52.162.57.0/24 Deny Cloud
52.162.64.0/18 Deny Cloud
52.162.128.0/24 Deny Cloud
52.162.136.0/21 Deny Cloud
52.162.144.0/20 Deny Cloud
52.162.160.0/21 Deny Cloud
52.162.168.0/28 Deny Cloud
52.162.169.0/24 Deny Cloud
52.162.176.0/20 Deny Cloud
52.162.192.0/19 Deny Cloud
52.162.224.0/28 Deny Cloud
52.162.225.0/24 Deny Cloud
52.162.232.0/21 Deny Cloud
52.162.240.0/20 Deny Cloud
52.163.48.0/20 Deny Cloud
52.163.64.0/18 Deny Cloud
52.163.176.0/27 Deny Cloud
52.163.176.32/28 Deny Cloud
52.163.177.0/24 Deny Cloud
52.163.184.0/21 Deny Cloud
52.163.192.0/19 Deny Cloud
52.163.224.0/21 Deny Cloud
52.163.232.0/27 Deny Cloud
52.163.240.0/20 Deny Cloud
52.164.112.0/27 Deny Cloud
52.164.112.32/28 Deny Cloud
52.164.113.0/24 Deny Cloud
52.164.120.0/21 Deny Cloud
52.164.176.0/28 Deny Cloud
52.164.177.0/24 Deny Cloud
52.164.184.0/21 Deny Cloud
52.164.192.0/19 Deny Cloud
52.164.224.0/21 Deny Cloud
52.164.232.0/26 Deny Cloud
52.164.232.64/28 Deny Cloud
52.164.233.0/24 Deny Cloud
52.164.240.0/20 Deny Cloud
52.165.0.0/19 Deny Cloud
52.165.32.0/20 Deny Cloud
52.165.48.0/28 Deny Cloud
52.165.49.0/24 Deny Cloud
52.165.56.0/21 Deny Cloud
52.165.64.0/19 Deny Cloud
52.165.96.0/21 Deny Cloud
52.165.104.0/25 Deny Cloud
52.165.104.128/26 Deny Cloud
52.165.128.0/21 Deny Cloud
52.165.136.0/27 Deny Cloud
52.165.136.32/28 Deny Cloud
52.165.136.96/28 Deny Cloud
52.165.137.0/24 Deny Cloud
52.165.138.0/24 Deny Cloud
52.165.144.0/20 Deny Cloud
52.165.160.0/19 Deny Cloud
52.165.192.0/19 Deny Cloud
52.165.224.0/20 Deny Cloud
52.165.240.0/26 Deny Cloud
52.165.240.64/27 Deny Cloud
52.165.241.0/24 Deny Cloud
52.165.248.0/21 Deny Cloud
52.166.0.0/20 Deny Cloud
52.166.16.0/21 Deny Cloud
52.166.24.0/28 Deny Cloud
52.166.25.0/24 Deny Cloud
52.166.32.0/19 Deny Cloud
52.166.64.0/20 Deny Cloud
52.166.80.0/25 Deny Cloud
52.166.81.0/24 Deny Cloud
52.166.82.0/24 Deny Cloud
52.166.88.0/21 Deny Cloud
52.166.96.0/19 Deny Cloud
52.166.128.0/20 Deny Cloud
52.166.144.0/21 Deny Cloud
52.166.152.0/28 Deny Cloud
52.166.153.0/24 Deny Cloud
52.166.160.0/19 Deny Cloud
52.166.192.0/20 Deny Cloud
52.166.208.0/28 Deny Cloud
52.166.209.0/24 Deny Cloud
52.166.216.0/21 Deny Cloud
52.166.224.0/19 Deny Cloud
52.167.0.0/19 Deny Cloud
52.167.32.0/28 Deny Cloud
52.167.33.0/24 Deny Cloud
52.167.40.0/21 Deny Cloud
52.167.48.0/20 Deny Cloud
52.167.64.0/20 Deny Cloud
52.167.80.0/21 Deny Cloud
52.167.88.16/28 Deny Cloud
52.167.88.32/27 Deny Cloud
52.167.88.64/26 Deny Cloud
52.167.96.0/19 Deny Cloud
52.167.128.0/18 Deny Cloud
52.167.192.0/19 Deny Cloud
52.167.224.0/20 Deny Cloud
52.167.240.0/27 Deny Cloud
52.167.248.0/21 Deny Cloud
52.168.0.0/19 Deny Cloud
52.168.32.0/21 Deny Cloud
52.168.40.0/28 Deny Cloud
52.168.41.0/24 Deny Cloud
52.168.48.0/20 Deny Cloud
52.168.64.0/19 Deny Cloud
52.168.96.0/28 Deny Cloud
52.168.97.0/24 Deny Cloud
52.168.104.0/21 Deny Cloud
52.168.112.0/20 Deny Cloud
52.168.128.0/20 Deny Cloud
52.168.144.0/21 Deny Cloud
52.168.152.0/28 Deny Cloud
52.168.153.0/24 Deny Cloud
52.168.160.0/20 Deny Cloud
52.168.176.0/21 Deny Cloud
52.168.184.0/28 Deny Cloud
52.168.185.0/24 Deny Cloud
52.169.0.0/19 Deny Cloud
52.169.32.0/20 Deny Cloud
52.169.48.0/21 Deny Cloud
52.169.56.16/28 Deny Cloud
52.169.57.0/24 Deny Cloud
52.169.64.0/19 Deny Cloud
52.169.96.0/28 Deny Cloud
52.169.97.0/24 Deny Cloud
52.169.104.0/21 Deny Cloud
