# IPv4 signatures file (unwanted cloud services and non-human endpoints).
# Canonical link to the online version of this file: https://github.com/CIDRAM/CIDRAM/blob/master/vault/ipv4.dat


# ---
# ASN 46844 ("Sharktech").
# %Listed, Google Malware Dashboard: 37.21%.
# %Listed, CleanTalk.org: 32.62%.
# Stop Forum Spam (SFS) listings: 897.
# Updated: 2017.10.29

172.245.184.0/22 Deny Cloud
172.245.189.0/24 Deny Cloud
172.245.190.0/23 Deny Cloud
172.245.193.0/24 Deny Cloud
172.245.194.0/23 Deny Cloud
172.245.196.0/23 Deny Cloud
172.245.208.0/20 Deny Cloud
172.245.224.0/19 Deny Cloud
179.61.192.0/24 Deny Cloud
179.61.253.0/24 Deny Cloud
191.101.50.0/24 Deny Cloud
192.3.0.0/18 Deny Cloud
192.3.64.0/24 Deny Cloud
192.3.67.0/24 Deny Cloud
192.3.68.0/24 Deny Cloud
192.3.70.0/24 Deny Cloud
192.3.73.0/24 Deny Cloud
192.3.76.0/23 Deny Cloud
192.3.80.0/20 Deny Cloud
192.3.96.0/19 Deny Cloud
192.3.128.0/18 Deny Cloud
192.3.192.0/19 Deny Cloud
192.3.228.0/22 Deny Cloud
192.3.232.0/21 Deny Cloud
192.3.240.0/20 Deny Cloud
192.71.201.0/24 Deny Cloud
192.157.30.0/24 Deny Cloud
192.210.128.0/18 Deny Cloud
192.210.192.0/19 Deny Cloud
192.210.226.0/23 Deny Cloud
192.210.228.0/22 Deny Cloud
192.210.232.0/21 Deny Cloud
192.210.240.0/20 Deny Cloud
192.227.128.0/20 Deny Cloud
192.227.144.0/22 Deny Cloud
192.227.149.0/24 Deny Cloud
192.227.152.0/22 Deny Cloud
192.227.158.0/24 Deny Cloud
192.227.160.0/19 Deny Cloud
192.227.192.0/18 Deny Cloud
198.12.64.0/18 Deny Cloud
198.23.128.0/19 Deny Cloud
198.23.160.0/23 Deny Cloud
198.23.164.0/22 Deny Cloud
198.23.168.0/21 Deny Cloud
198.23.176.0/20 Deny Cloud
198.23.192.0/18 Deny Cloud
198.46.128.0/19 Deny Cloud
198.46.160.0/22 Deny Cloud
198.46.165.0/24 Deny Cloud
198.46.166.0/23 Deny Cloud
198.46.168.0/21 Deny Cloud
198.46.176.0/20 Deny Cloud
198.46.192.0/18 Deny Cloud
198.143.9.0/24 Deny Cloud
198.143.12.0/24 Deny Cloud
198.144.176.0/20 Deny Cloud
198.206.8.0/21 Deny Cloud
199.21.112.0/22 Deny Cloud
199.188.100.0/22 Deny Cloud
204.86.16.0/20 Deny Cloud
205.234.152.0/23 Deny Cloud
205.234.159.0/24 Deny Cloud
205.234.203.0/24 Deny Cloud
206.123.95.0/24 Deny Cloud
206.217.128.0/20 Deny Cloud
207.210.239.0/24 Deny Cloud
207.210.254.0/24 Deny Cloud
216.170.112.0/20 Deny Cloud
216.246.49.0/24 Deny Cloud
216.246.108.0/23 Deny Cloud
Tag: ColoCrossing


# ASN 11282 ("SERVERYOU INC").
# %Listed, Google Malware Dashboard: 49.80%.
# %Listed, CleanTalk.org: 71.06%.
# Stop Forum Spam (SFS) listings: 350.
# Updated: 2017.11.12

104.251.224.0/24 Deny Cloud
104.251.227.0/24 Deny Cloud
104.251.228.0/24 Deny Cloud
104.251.235.0/24 Deny Cloud
192.0.16.0/20 Deny Cloud
198.1.128.0/18 Deny Cloud
198.15.128.0/17 Deny Cloud
198.105.160.0/19 Deny Cloud
198.177.56.0/21 Deny Cloud
199.231.64.0/21 Deny Cloud
Tag: SERVERYOU INC


# ASN 26484 ("HOSTSPACE NETWORKS LLC").
# %Listed, Google Malware Dashboard: 5.30%.
# %Listed, CleanTalk.org: 57.79%.
# Stop Forum Spam (SFS) listings: 63.
# Updated: 2017.09.09

23.226.54.0/24 Deny Cloud
23.226.57.0/24 Deny Cloud
23.234.0.0/19 Deny Cloud
23.234.32.0/21 Deny Cloud
23.234.48.0/21 Deny Cloud
23.234.60.0/22 Deny Cloud
23.235.170.0/24 Deny Cloud
23.248.198.0/24 Deny Cloud
23.248.227.0/24 Deny Cloud
23.252.160.0/20 Deny Cloud
38.27.96.0/21 Deny Cloud
38.134.114.0/23 Deny Cloud
38.134.120.0/22 Deny Cloud
43.228.235.0/24 Deny Cloud
43.230.112.0/22 Deny Cloud
43.230.140.0/24 Deny Cloud
43.230.142.0/24 Deny Cloud
43.230.144.0/22 Deny Cloud
45.61.240.0/21 Deny Cloud
45.61.248.0/23 Deny Cloud
45.61.250.0/24 Deny Cloud
45.61.254.0/23 Deny Cloud
45.254.24.0/22 Deny Cloud
66.102.253.0/24 Deny Cloud
98.159.100.0/23 Deny Cloud
103.41.184.0/24 Deny Cloud
103.49.208.0/22 Deny Cloud
103.49.212.0/23 Deny Cloud
103.53.7.0/24 Deny Cloud
104.171.167.0/24 Deny Cloud
104.171.172.0/23 Deny Cloud
104.171.174.0/24 Deny Cloud
148.163.160.0/20 Deny Cloud
162.211.180.0/22 Deny Cloud
162.212.180.0/22 Deny Cloud
162.251.92.0/22 Deny Cloud
192.126.112.0/20 Deny Cloud
192.151.230.0/23 Deny Cloud
198.44.224.0/22 Deny Cloud
198.44.230.0/23 Deny Cloud
198.44.236.0/22 Deny Cloud
198.44.240.0/22 Deny Cloud
198.44.248.0/22 Deny Cloud
198.44.252.0/23 Deny Cloud
207.254.182.0/24 Deny Cloud
Tag: HOSTSPACE NETWORKS


# ASN 25577 ("Connexions4London Ltd").
# %Listed, Google Malware Dashboard: 1.45%.
# %Listed, CleanTalk.org: 18.42%.
# Stop Forum Spam (SFS) listings: 11.
# Updated: 2017.10.17

5.133.184.0/21 Deny Cloud
31.3.208.0/20 Deny Cloud
37.58.24.0/21 Deny Cloud
62.69.143.0/24 Deny Cloud
81.27.64.0/19 Deny Cloud
82.197.64.0/19 Deny Cloud
84.45.0.0/17 Deny Cloud
85.159.88.0/21 Deny Cloud
91.195.112.0/23 Deny Cloud
91.206.118.0/23 Deny Cloud
91.212.108.0/24 Deny Cloud
91.213.200.0/24 Deny Cloud
91.217.212.0/24 Deny Cloud
109.104.96.0/19 Deny Cloud
179.48.128.0/19 Deny Cloud
179.63.0.0/20 Deny Cloud
179.63.32.0/20 Deny Cloud
185.5.88.0/22 Deny Cloud
185.23.56.0/22 Deny Cloud
185.55.252.0/24 Deny Cloud
185.85.57.0/24 Deny Cloud
192.160.10.0/24 Deny Cloud
193.27.42.0/24 Deny Cloud
193.46.61.0/24 Deny Cloud
193.104.108.0/24 Deny Cloud
193.105.51.0/24 Deny Cloud
193.105.61.0/24 Deny Cloud
193.105.172.0/24 Deny Cloud
193.109.220.0/24 Deny Cloud
194.9.28.0/23 Deny Cloud
194.50.54.0/24 Deny Cloud
195.226.201.0/24 Deny Cloud
195.230.19.0/24 Deny Cloud
Tag: Connexions4London


# ASN 32475 ("SingleHop, Inc").
# %Listed, Google Malware Dashboard: 0.91%.
# %Listed, CleanTalk.org: 69.66%.
# Stop Forum Spam (SFS) listings: 2,048.
# Updated: 2017.10.17

23.91.112.0/21 Deny Cloud
37.60.224.0/20 Deny Cloud
37.60.240.0/22 Deny Cloud
37.60.244.0/23 Deny Cloud
37.60.247.0/24 Deny Cloud
37.60.248.0/22 Deny Cloud
37.60.252.0/23 Deny Cloud
37.60.255.0/24 Deny Cloud
45.74.57.0/24 Deny Cloud
65.60.0.0/18 Deny Cloud
66.103.16.0/20 Deny Cloud
67.212.160.0/19 Deny Cloud
69.175.0.0/17 Deny Cloud
77.104.135.0/24 Deny Cloud
77.104.136.0/22 Deny Cloud
77.104.141.0/24 Deny Cloud
77.104.144.0/22 Deny Cloud
77.104.148.0/24 Deny Cloud
77.104.151.0/24 Deny Cloud
77.104.152.0/24 Deny Cloud
77.104.154.0/23 Deny Cloud
77.104.156.0/23 Deny Cloud
77.104.159.0/24 Deny Cloud
77.104.160.0/22 Deny Cloud
77.104.164.0/23 Deny Cloud
77.104.166.0/24 Deny Cloud
77.104.176.0/24 Deny Cloud
77.104.178.0/24 Deny Cloud
96.127.128.0/18 Deny Cloud
99.198.96.0/19 Deny Cloud
104.171.12.0/24 Deny Cloud
104.219.72.0/22 Deny Cloud
107.6.128.0/18 Deny Cloud
108.163.192.0/18 Deny Cloud
108.178.0.0/18 Deny Cloud
109.73.224.0/20 Deny Cloud
109.199.96.0/19 Deny Cloud
147.75.129.0/24 Deny Cloud
162.244.165.0/24 Deny Cloud
162.244.166.0/24 Deny Cloud
162.253.224.0/22 Deny Cloud
172.94.44.0/23 Deny Cloud
172.96.184.0/24 Deny Cloud
173.236.0.0/17 Deny Cloud
181.224.128.0/20 Deny Cloud
181.224.144.0/22 Deny Cloud
181.224.148.0/24 Deny Cloud
181.224.152.0/22 Deny Cloud
184.154.0.0/16 Deny Cloud
185.21.133.0/24 Deny Cloud
185.21.134.0/23 Deny Cloud
185.56.84.0/22 Deny Cloud
185.62.236.0/22 Deny Cloud
185.126.96.0/23 Deny Cloud
192.92.97.0/24 Deny Cloud
198.20.64.0/18 Deny Cloud
198.91.80.0/20 Deny Cloud
198.143.128.0/18 Deny Cloud
199.26.192.0/24 Deny Cloud
209.182.110.0/23 Deny Cloud
209.222.114.0/23 Deny Cloud
216.104.32.0/20 Deny Cloud
216.151.166.0/24 Deny Cloud
Tag: SingleHop, Inc


# ASN 29550 ("eUKhost LTD").
# %Listed, Google Malware Dashboard: 1.73%.
# %Listed, CleanTalk.org: 32.80%.
# Stop Forum Spam (SFS) listings: 133.
# Updated: 2016.01.22 / Checked: 2017.09.20

31.193.128.0/20 Deny Cloud
85.234.128.0/19 Deny Cloud
91.186.0.0/19 Deny Cloud
92.48.64.0/18 Deny Cloud
94.76.192.0/18 Deny Cloud
109.75.168.0/21 Deny Cloud
109.203.96.0/19 Deny Cloud
115.124.105.0/24 Deny Cloud
115.124.110.0/23 Deny Cloud
115.124.116.0/23 Deny Cloud
151.236.32.0/19 Deny Cloud
158.255.40.0/21 Deny Cloud
185.2.4.0/22 Deny Cloud
185.17.252.0/22 Deny Cloud
213.175.192.0/19 Deny Cloud
213.229.64.0/18 Deny Cloud
217.112.80.0/20 Deny Cloud
Tag: eUKhost LTD


# ASN 8669 ("Total Web Solutions Ltd").
# %Listed, Google Malware Dashboard: 1.23%.
# Updated: 2016.01.22 / Checked: 2017.10.17

195.206.160.0/23 Deny Cloud
195.206.162.0/24 Deny Cloud
195.206.168.0/23 Deny Cloud
Tag: Total Web Solutions


# ASNs 12703, 38963 ("Pulsant (Scotland) Ltd").
# %Listed, Google Malware Dashboard: 1.45% (AS12703), 0% (AS12703).
# %Listed, CleanTalk.org: 20.42% (AS12703), 0% (AS12703).
# Stop Forum Spam (SFS) listings: 1 (AS12703), 0 (AS12703).
# Updated: 2017.10.23

5.153.64.0/19 Deny Cloud
5.172.152.0/21 Deny Cloud
31.15.104.0/21 Deny Cloud
37.75.232.0/22 Deny Cloud
37.75.236.0/24 Deny Cloud
46.236.48.0/21 Deny Cloud
46.236.63.0/24 Deny Cloud
46.249.192.0/19 Deny Cloud
84.19.224.0/19 Deny Cloud
87.246.64.0/18 Deny Cloud
91.198.3.0/24 Deny Cloud
91.209.178.0/24 Deny Cloud
91.213.63.0/24 Deny Cloud
91.230.168.0/24 Deny Cloud
91.238.160.0/22 Deny Cloud
91.238.164.0/23 Deny Cloud
91.239.73.0/24 Deny Cloud
91.241.0.0/23 Deny Cloud
91.244.126.0/24 Deny Cloud
94.126.120.0/23 Deny Cloud
185.8.111.0/24 Deny Cloud
185.10.200.0/22 Deny Cloud
185.29.44.0/24 Deny Cloud
185.29.224.0/23 Deny Cloud
185.38.104.0/22 Deny Cloud
185.43.48.0/22 Deny Cloud
185.43.76.0/22 Deny Cloud
185.64.88.0/22 Deny Cloud
185.68.112.0/24 Deny Cloud
185.71.100.0/22 Deny Cloud
185.71.184.0/22 Deny Cloud
185.76.44.0/24 Deny Cloud
185.94.184.0/22 Deny Cloud
185.143.76.0/24 Deny Cloud
185.196.100.0/24 Deny Cloud
188.68.164.0/22 Deny Cloud
193.29.223.0/24 Deny Cloud
193.187.55.0/24 Deny Cloud
193.219.115.0/24 Deny Cloud
194.150.194.0/23 Deny Cloud
195.47.244.0/24 Deny Cloud
195.68.228.0/23 Deny Cloud
195.78.94.0/23 Deny Cloud
195.242.236.0/24 Deny Cloud
195.242.238.0/23 Deny Cloud
195.248.70.0/24 Deny Cloud
212.20.224.0/19 Deny Cloud
217.30.112.0/20 Deny Cloud
Tag: Pulsant


# ASN 51852 ("Private Layer INC").
# %Listed, Google Malware Dashboard: 5.00%.
# %Listed, CleanTalk.org: 43.71%.
# Stop Forum Spam (SFS) listings: 12,598.
# Updated: 2017.03.14 / Checked: 2017.09.20

31.7.56.0/21 Deny Cloud
31.44.189.0/24 Deny Cloud
46.19.136.0/21 Deny Cloud
46.102.152.0/24 Deny Cloud
66.78.20.0/23 Deny Cloud
81.17.16.0/20 Deny Cloud
141.255.160.0/21 Deny Cloud
176.223.111.0/24 Deny Cloud
176.223.112.0/23 Deny Cloud
179.43.128.0/18 Deny Cloud
185.12.44.0/22 Deny Cloud
185.165.31.0/24 Deny Cloud
190.211.252.0/24 Deny Cloud
Tag: Private Layer INC


# ASN 40676 ("Psychz Networks").
# Ranges change very frequently; May need to check more often than some of the others.
# %Listed, Google Malware Dashboard: 6.30%.
# %Listed, CleanTalk.org: 48.19%.
# Stop Forum Spam (SFS) listings: 9,482.
# Updated: 2017.09.20

23.91.0.0/19 Deny Cloud
23.228.192.0/18 Deny Cloud
23.238.128.0/17 Deny Cloud
23.251.32.0/19 Deny Cloud
31.170.111.0/24 Deny Cloud
43.224.154.0/23 Deny Cloud
43.246.114.0/23 Deny Cloud
43.250.72.0/22 Deny Cloud
45.34.0.0/15 Deny Cloud
45.74.1.0/24 Deny Cloud
45.113.80.0/24 Deny Cloud
45.249.223.0/24 Deny Cloud
49.246.226.0/23 Deny Cloud
49.246.234.0/23 Deny Cloud
64.64.113.0/24 Deny Cloud
67.209.159.0/24 Deny Cloud
69.165.64.0/22 Deny Cloud
69.165.72.0/21 Deny Cloud
71.19.142.0/24 Deny Cloud
74.117.56.0/21 Deny Cloud
85.190.229.0/24 Deny Cloud
98.159.226.0/24 Deny Cloud
103.59.108.0/22 Deny Cloud
103.78.120.0/22 Deny Cloud
103.80.212.0/22 Deny Cloud
103.207.40.0/22 Deny Cloud
103.208.246.0/23 Deny Cloud
103.210.212.0/22 Deny Cloud
103.231.184.0/24 Deny Cloud
103.249.71.0/24 Deny Cloud
103.251.91.0/24 Deny Cloud
104.143.128.0/19 Deny Cloud
104.149.0.0/16 Deny Cloud
104.167.21.0/24 Deny Cloud
104.216.0.0/15 Deny Cloud
104.225.208.0/24 Deny Cloud
104.244.152.0/22 Deny Cloud
104.244.157.0/24 Deny Cloud
104.250.116.0/24 Deny Cloud
104.250.127.0/24 Deny Cloud
104.250.166.0/24 Deny Cloud
104.250.168.0/24 Deny Cloud
104.250.170.0/23 Deny Cloud
104.250.181.0/24 Deny Cloud
104.250.184.0/24 Deny Cloud
104.254.56.0/24 Deny Cloud
104.254.62.0/23 Deny Cloud
104.254.188.0/22 Deny Cloud
104.254.215.0/24 Deny Cloud
107.151.192.0/18 Deny Cloud
107.160.0.0/16 Deny Cloud
107.181.134.0/23 Deny Cloud
107.190.226.0/23 Deny Cloud
107.190.228.0/22 Deny Cloud
108.171.240.0/20 Deny Cloud
116.206.72.0/22 Deny Cloud
123.108.128.0/23 Deny Cloud
136.0.111.0/24 Deny Cloud
138.122.225.0/24 Deny Cloud
138.122.227.0/24 Deny Cloud
141.95.4.0/24 Deny Cloud
144.172.68.0/22 Deny Cloud
146.148.176.0/20 Deny Cloud
146.148.192.0/18 Deny Cloud
150.242.36.0/22 Deny Cloud
154.16.1.0/24 Deny Cloud
154.16.21.0/24 Deny Cloud
154.16.226.0/24 Deny Cloud
154.127.53.0/24 Deny Cloud
160.20.12.0/22 Deny Cloud
162.250.140.0/22 Deny Cloud
162.253.209.0/24 Deny Cloud
162.253.210.0/23 Deny Cloud
162.253.212.0/22 Deny Cloud
165.73.240.0/20 Deny Cloud
172.81.101.0/24 Deny Cloud
172.81.102.0/24 Deny Cloud
172.81.104.0/24 Deny Cloud
172.86.148.0/24 Deny Cloud
172.93.185.0/24 Deny Cloud
172.94.35.0/24 Deny Cloud
172.94.36.0/24 Deny Cloud
172.94.38.0/24 Deny Cloud
172.94.117.0/24 Deny Cloud
172.97.64.0/24 Deny Cloud
172.97.66.0/23 Deny Cloud
172.98.213.0/24 Deny Cloud
172.106.0.0/19 Deny Cloud
172.106.34.0/23 Deny Cloud
172.106.36.0/22 Deny Cloud
172.106.40.0/21 Deny Cloud
172.106.48.0/20 Deny Cloud
172.106.64.0/20 Deny Cloud
172.106.80.0/21 Deny Cloud
172.106.90.0/23 Deny Cloud
172.106.92.0/22 Deny Cloud
172.106.96.0/19 Deny Cloud
172.106.128.0/19 Deny Cloud
172.106.160.0/21 Deny Cloud
172.106.168.0/22 Deny Cloud
172.106.172.0/23 Deny Cloud
172.106.174.0/24 Deny Cloud
172.106.176.0/20 Deny Cloud
172.106.192.0/23 Deny Cloud
172.106.196.0/22 Deny Cloud
172.106.200.0/21 Deny Cloud
172.106.208.0/20 Deny Cloud
172.106.224.0/19 Deny Cloud
172.107.0.0/20 Deny Cloud
172.107.24.0/21 Deny Cloud
172.107.32.0/19 Deny Cloud
172.107.64.0/18 Deny Cloud
172.107.128.0/17 Deny Cloud
173.224.208.0/20 Deny Cloud
179.61.197.0/24 Deny Cloud
179.61.199.0/24 Deny Cloud
179.61.232.0/24 Deny Cloud
179.61.238.0/24 Deny Cloud
181.214.245.0/24 Deny Cloud
181.214.251.0/24 Deny Cloud
181.215.47.0/24 Deny Cloud
181.215.49.0/24 Deny Cloud
181.215.194.0/24 Deny Cloud
181.215.196.0/24 Deny Cloud
183.182.10.0/23 Deny Cloud
183.182.18.0/23 Deny Cloud
183.182.20.0/23 Deny Cloud
183.182.22.0/24 Deny Cloud
185.53.209.0/24 Deny Cloud
185.101.218.0/24 Deny Cloud
185.168.9.0/24 Deny Cloud
185.169.196.0/23 Deny Cloud
185.169.198.0/24 Deny Cloud
185.183.84.0/24 Deny Cloud
185.198.220.0/22 Deny Cloud
185.200.32.0/22 Deny Cloud
185.203.123.0/24 Deny Cloud
185.205.195.0/24 Deny Cloud
185.207.177.0/24 Deny Cloud
185.207.178.0/24 Deny Cloud
185.212.68.0/24 Deny Cloud
185.212.200.0/22 Deny Cloud
185.215.224.0/22 Deny Cloud
191.96.148.0/24 Deny Cloud
191.96.195.0/24 Deny Cloud
191.96.208.0/23 Deny Cloud
191.96.211.0/24 Deny Cloud
191.96.215.0/24 Deny Cloud
191.96.220.0/24 Deny Cloud
191.96.224.0/24 Deny Cloud
191.96.230.0/24 Deny Cloud
191.96.233.0/24 Deny Cloud
191.96.238.0/24 Deny Cloud
191.101.33.0/24 Deny Cloud
191.101.166.0/24 Deny Cloud
192.81.248.0/23 Deny Cloud
192.81.250.0/24 Deny Cloud
192.154.224.0/21 Deny Cloud
192.158.229.0/24 Deny Cloud
192.175.22.0/23 Deny Cloud
192.184.32.0/19 Deny Cloud
192.210.48.0/20 Deny Cloud
198.13.96.0/19 Deny Cloud
198.44.160.0/19 Deny Cloud
199.15.112.0/21 Deny Cloud
199.43.207.0/24 Deny Cloud
199.47.39.0/24 Deny Cloud
199.71.212.0/22 Deny Cloud
199.83.88.0/21 Deny Cloud
199.119.200.0/21 Deny Cloud
199.212.86.0/23 Deny Cloud
199.245.100.0/23 Deny Cloud
206.123.140.0/24 Deny Cloud
208.87.240.0/22 Deny Cloud
210.16.100.0/24 Deny Cloud
211.155.64.0/23 Deny Cloud
216.24.192.0/20 Deny Cloud
216.99.144.0/20 Deny Cloud
218.246.140.0/22 Deny Cloud
Tag: Psychz Networks


# ASN 36114 ("Versaweb, LLC").
# %Listed, Google Malware Dashboard: 10.68%.
# %Listed, CleanTalk.org: 40.11%.
# Stop Forum Spam (SFS) listings: 719.
# Updated: 2017.10.17

72.46.128.0/19 Deny Cloud
76.164.192.0/19 Deny Cloud
76.164.224.0/21 Deny Cloud
76.164.232.0/23 Deny Cloud
76.164.236.0/22 Deny Cloud
104.36.224.0/21 Deny Cloud
104.143.0.0/20 Deny Cloud
104.194.0.0/19 Deny Cloud
104.238.192.0/19 Deny Cloud
104.238.224.0/21 Deny Cloud
104.238.232.0/22 Deny Cloud
104.238.248.0/22 Deny Cloud
162.216.176.0/22 Deny Cloud
162.220.247.0/24 Deny Cloud
162.222.128.0/21 Deny Cloud
172.96.128.0/22 Deny Cloud
208.64.24.0/21 Deny Cloud
208.66.72.0/21 Deny Cloud
Tag: Versaweb, LLC


# ASN 27176 ("DataWagon LLC").
# %Listed, Google Malware Dashboard: 3.34%.
# %Listed, CleanTalk.org: 33.33%.
# Stop Forum Spam (SFS) listings: 872.
# Updated: 2017.03.29 / Checked: 2017.10.17

45.119.208.0/22 Deny Cloud
103.60.12.0/22 Deny Cloud
104.192.0.0/22 Deny Cloud
104.219.232.0/21 Deny Cloud
172.81.128.0/21 Deny Cloud
209.66.128.0/20 Deny Cloud
Tag: DataWagon LLC


# ASN 46664 ("VolumeDrive").
# %Listed, Google Malware Dashboard: 0.12%.
# %Listed, CleanTalk.org: 42.10%.
# Stop Forum Spam (SFS) listings: 6,974.
# Updated: 2017.01.29 / Checked: 2017.09.24

74.118.192.0/22 Deny Cloud
104.193.8.0/22 Deny Cloud
104.245.96.0/21 Deny Cloud
104.255.64.0/21 Deny Cloud
107.182.16.0/20 Deny Cloud
142.0.32.0/21 Deny Cloud
142.0.40.0/22 Deny Cloud
142.0.44.0/23 Deny Cloud
142.0.46.0/24 Deny Cloud
162.213.24.0/21 Deny Cloud
162.248.72.0/21 Deny Cloud
173.242.112.0/20 Deny Cloud
192.69.88.0/21 Deny Cloud
199.19.104.0/21 Deny Cloud
199.115.228.0/22 Deny Cloud
199.168.136.0/21 Deny Cloud
199.180.112.0/21 Deny Cloud
199.254.168.0/24 Deny Cloud
204.124.180.0/22 Deny Cloud
Tag: VolumeDrive


# ASN 20473 ("Choopa, LLC").
# %Listed, Google Malware Dashboard: 0.34%.
# %Listed, CleanTalk.org: 56.21%.
# Stop Forum Spam (SFS) listings: 37,348.
# Updated: 2017.08.25

4.79.145.0/24 Deny Cloud
5.35.192.0/21 Deny Cloud
8.2.120.0/23 Deny Cloud
8.2.122.0/24 Deny Cloud
8.3.5.0/24 Deny Cloud
8.3.6.0/23 Deny Cloud
8.3.28.0/23 Deny Cloud
8.6.2.0/23 Deny Cloud
8.6.8.0/23 Deny Cloud
8.6.15.0/24 Deny Cloud
8.6.193.0/24 Deny Cloud
8.7.233.0/24 Deny Cloud
8.9.3.0/24 Deny Cloud
8.9.4.0/23 Deny Cloud
8.9.6.0/24 Deny Cloud
8.9.8.0/23 Deny Cloud
8.9.11.0/24 Deny Cloud
8.9.15.0/24 Deny Cloud
8.9.16.0/23 Deny Cloud
8.9.30.0/24 Deny Cloud
8.9.36.0/23 Deny Cloud
8.12.17.0/24 Deny Cloud
8.12.18.0/24 Deny Cloud
8.12.22.0/23 Deny Cloud
8.12.64.0/24 Deny Cloud
8.12.68.0/24 Deny Cloud
23.249.216.0/23 Deny Cloud
31.11.40.0/21 Deny Cloud
43.224.32.0/22 Deny Cloud
44.20.4.0/24 Deny Cloud
44.48.8.0/22 Deny Cloud
45.6.8.0/24 Deny Cloud
45.32.0.0/16 Deny Cloud
45.56.148.0/23 Deny Cloud
45.56.194.0/23 Deny Cloud
45.58.112.0/20 Deny Cloud
45.59.17.0/24 Deny Cloud
45.59.23.0/24 Deny Cloud
45.63.0.0/17 Deny Cloud
45.73.180.0/23 Deny Cloud
45.76.0.0/16 Deny Cloud
45.77.0.0/18 Deny Cloud
45.77.64.0/19 Deny Cloud
45.77.96.0/20 Deny Cloud
45.77.112.0/21 Deny Cloud
45.117.156.0/22 Deny Cloud
45.126.208.0/22 Deny Cloud
46.19.104.0/21 Deny Cloud
46.102.148.0/22 Deny Cloud
46.231.104.0/21 Deny Cloud
52.128.28.0/24 Deny Cloud
62.67.42.0/24 Deny Cloud
62.112.0.0/24 Deny Cloud
62.112.2.0/23 Deny Cloud
62.112.4.0/23 Deny Cloud
62.112.7.0/24 Deny Cloud
62.112.12.0/23 Deny Cloud
62.122.40.0/21 Deny Cloud
63.141.57.0/24 Deny Cloud
63.141.58.0/23 Deny Cloud
63.141.62.0/23 Deny Cloud
63.208.142.0/24 Deny Cloud
63.209.32.0/23 Deny Cloud
63.209.35.0/24 Deny Cloud
63.209.36.0/23 Deny Cloud
63.210.145.0/24 Deny Cloud
63.210.148.0/23 Deny Cloud
63.211.111.0/24 Deny Cloud
63.211.221.0/24 Deny Cloud
63.215.74.0/24 Deny Cloud
64.64.112.0/24 Deny Cloud
64.64.117.0/24 Deny Cloud
64.64.118.0/24 Deny Cloud
64.64.120.0/24 Deny Cloud
64.64.124.0/24 Deny Cloud
64.154.38.0/24 Deny Cloud
64.156.14.0/24 Deny Cloud
64.237.32.0/19 Deny Cloud
64.239.236.0/22 Deny Cloud
66.55.128.0/19 Deny Cloud
66.147.178.0/23 Deny Cloud
67.227.28.0/23 Deny Cloud
68.232.160.0/19 Deny Cloud
74.91.48.0/23 Deny Cloud
77.81.124.0/22 Deny Cloud
77.81.160.0/22 Deny Cloud
80.240.109.0/24 Deny Cloud
82.97.193.0/24 Deny Cloud
82.97.196.0/24 Deny Cloud
84.234.16.0/20 Deny Cloud
84.247.4.0/22 Deny Cloud
84.247.32.0/22 Deny Cloud
84.247.40.0/22 Deny Cloud
85.190.254.0/24 Deny Cloud
85.203.21.0/24 Deny Cloud
85.204.148.0/22 Deny Cloud
85.204.160.0/22 Deny Cloud
86.104.20.0/22 Deny Cloud
86.104.248.0/22 Deny Cloud
86.105.104.0/22 Deny Cloud
86.107.108.0/23 Deny Cloud
88.135.96.0/20 Deny Cloud
89.34.124.0/23 Deny Cloud
89.36.32.0/22 Deny Cloud
89.36.236.0/22 Deny Cloud
89.37.188.0/22 Deny Cloud
89.37.216.0/23 Deny Cloud
89.37.228.0/22 Deny Cloud
89.37.236.0/22 Deny Cloud
89.39.172.0/23 Deny Cloud
89.39.210.0/23 Deny Cloud
89.40.176.0/22 Deny Cloud
89.43.68.0/23 Deny Cloud
89.167.134.0/24 Deny Cloud
91.232.136.0/24 Deny Cloud
91.232.138.0/23 Deny Cloud
93.113.184.0/21 Deny Cloud
93.115.48.0/22 Deny Cloud
94.24.64.0/21 Deny Cloud
94.24.108.0/23 Deny Cloud
94.190.248.0/23 Deny Cloud
94.190.251.0/24 Deny Cloud
103.43.72.0/22 Deny Cloud
103.82.234.0/23 Deny Cloud
103.195.100.0/22 Deny Cloud
103.214.69.0/24 Deny Cloud
103.236.149.0/24 Deny Cloud
103.238.80.0/22 Deny Cloud
104.145.229.0/24 Deny Cloud
104.156.224.0/19 Deny Cloud
104.200.238.0/23 Deny Cloud
104.200.248.0/23 Deny Cloud
104.207.128.0/19 Deny Cloud
104.238.128.0/18 Deny Cloud
104.243.32.0/20 Deny Cloud
104.243.210.0/23 Deny Cloud
104.245.188.0/22 Deny Cloud
104.247.66.0/23 Deny Cloud
104.250.97.0/24 Deny Cloud
104.250.120.0/24 Deny Cloud
104.250.123.0/24 Deny Cloud
104.250.164.0/24 Deny Cloud
104.250.188.0/24 Deny Cloud
104.251.85.0/24 Deny Cloud
104.251.91.0/24 Deny Cloud
107.150.204.0/23 Deny Cloud
107.150.212.0/22 Deny Cloud
107.181.69.0/24 Deny Cloud
107.181.148.0/24 Deny Cloud
107.191.32.0/19 Deny Cloud
108.61.0.0/18 Deny Cloud
